,publication_id,publication_kind,publication_date,application_id,application_date,country,inventor_name,inventor_firstname,inventor_country,invention_title,number_of_claims,attorney_name,attorney_firstname,inventor males,inventor females,inventor team size,attorney males,attorney females,attorney team size,Year,WorldWide Applications,Original Names
34271,US10909734,B2,20210202,US15952994,20180413,US,"['Ni Bing', 'Geng Yanhui', 'Wu Wenchao']","['Bing', 'Yanhui', 'Wenchao']","['CN', 'CA', 'CN']",Data visualization method and apparatus,20,[],[],2,1,3,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
34288,US10909752,B2,20210202,US16641635,20180716,CN,"['Yu Jingyi', 'Yu Huangjie']","['Jingyi', 'Huangjie']","['CN', 'CN']",All-around spherical light field rendering method,6,['Hsu Winston'],['Winston'],0,2,2,1,0,1,2022,"['CN107464278B/en', 'KR102143319B1/en']","[['虞晶怡', '虞煌杰'], ['징이 위', '황제 위']]"
34303,US10909766,B2,20210202,US16461382,20190201,CN,"['Chen Shenghui', 'Xu Guanjie', 'Meng Chaowei', 'Hu Weijian', 'Lin Xianjing', 'Zhong Jianrong', 'Liu Zhuofeng', 'Deng Zhizhao', 'Jiang Shengxin', 'Luo Kejun', 'Gao Wenguo', 'Ning Xiwan', 'Qiu Chunsen', 'Huang Tongyu', 'Wang Gang', 'Song Yibing', 'Hou Yuqing', 'Liu Shuangguang']","['Shenghui', 'Guanjie', 'Chaowei', 'Weijian', 'Xianjing', 'Jianrong', 'Zhuofeng', 'Zhizhao', 'Shengxin', 'Kejun', 'Wenguo', 'Xiwan', 'Chunsen', 'Tongyu', 'Gang', 'Yibing', 'Yuqing', 'Shuangguang']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']",Video map engine system,11,['Acayan Joseph L.'],['Joseph L.'],4,14,18,1,0,1,2022,['CN108712362B/en'],"[['陈声慧', '徐冠杰', '孟超伟', '胡伟健', '林显敬', '钟鉴荣', '刘卓峰', '邓志钊', '江盛欣', '罗克俊', '高文国', '宁细晚', '丘春森', '黄仝宇', '汪刚', '宋一兵', '侯玉清', '刘双广']]"
34306,US10909769,B1,20210202,US16811330,20200306,KR,"['Choi Soo Mi', 'Kim Jun Han', 'Han Je Wan']","['Soo Mi', 'Jun Han', 'Je Wan']","['KR', 'KR', 'KR']",Mixed reality based 3D sketching device and method,5,[],[],3,0,3,0,0,0,2022,['KR102149105B1/en'],"[['최수미', '김준한', '한제완']]"
34312,US10909775,B2,20210202,US16912236,20200625,CN,"['Zhang Hong', 'Ye Zhongzheng', 'Chen Li', 'Zhou Le']","['Hong', 'Zhongzheng', 'Li', 'Le']","['CN', 'CN', 'CN', 'CN']",Method and device for in-vehicle payment,20,[],[],1,3,4,0,0,0,2022,['Patent not found'],['Patent not found']
34331,US10909795,B2,20210202,US16863060,20200430,US,"['Cui Jiahui', 'Ma Baoli', 'Liu Zheng', 'Zhang Wenbin', 'Ma Huanyu']","['Jiahui', 'Baoli', 'Zheng', 'Wenbin', 'Huanyu']","['CN', 'CN', 'CN', 'CN', 'CN']",System and method for information protection,20,[],[],4,1,5,0,0,0,2022,"['CN110089069B/en', 'KR102248154B1/en']","[['崔嘉辉', '马宝利', '刘正', '张文彬', '马环宇'], ['지아후이 쿠이', '바올리 마', '정 리우', '웬빈 장', '후안유 마']]"
34357,US10909818,B2,20210202,US16063263,20160302,CN,['Zhao Wei-Guo'],['Wei-Guo'],['CN'],Method and system for controlling status indication light of PCIE hard disk drive,6,[],[],1,0,1,0,0,0,2022,['CN105512007B/en'],[['赵卫国']]
34379,US10909836,B2,20210202,US16441315,20190614,KR,"['Cho Hyun Tae', 'Ha Dong Sam']","['Hyun Tae', 'Dong Sam']","['KR', 'KR']",Device for preventing mobile phone loss through reduction of false alarms and method for providing alarms for mobile phone loss prevention,6,[],[],1,1,2,0,0,0,2022,['KR102080432B1/en'],"[['하동삼', '조현태']]"
34380,US10909837,B2,20210202,US16716660,20191217,CN,"['Zhang Beibei', 'He Xu', 'Tang Chao', 'Wu Zhaoxue']","['Beibei', 'Xu', 'Chao', 'Zhaoxue']","['CN', 'CN', 'CN', 'CN']",Systems and methods for monitoring on-route transportations,20,[],[],0,4,4,0,0,0,2022,"['CN108496377B/en', 'CN112866924A/en', 'CN109285374A/en', 'KR102039318B1/en', 'CN108898868B/en', 'CN112135254A/en']","[['张蓓蓓', '何旭', '汤超', '吴召学'], ['张蓓蓓', '何旭', '汤超', '吴召学'], ['张蓓蓓', '何旭', '汤超', '吴召学'], ['베이베이 항', '슈 헤', '챠오 탕', '쟈오슈에 우'], ['张蓓蓓', '何旭', '汤超', '吴召学'], ['张蓓蓓', '何旭', '汤超', '吴召学']]"
34394,US10909849,B2,20210202,US16307862,20170707,KR,['Kim Dae Hun'],['Dae Hun'],['KR'],Vehicle driving assistance device and parking control system including same,8,[],[],1,0,1,0,0,0,2022,"['KR20180005993A/en', 'CN109451760B/en']","[['김대훈'], ['金大勋']]"
34397,US10909852,B2,20210202,US16638469,20180412,CN,"['Zheng Lizhi', 'Sun Rishuang', 'Zhang Lingtao', 'Li Lin', 'Hu Lei', 'Wang Guogang', 'Li Ying', 'Ji Shujuan', 'Chen Lili']","['Lizhi', 'Rishuang', 'Lingtao', 'Lin', 'Lei', 'Guogang', 'Ying', 'Shujuan', 'Lili']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Intelligent traffic safety pre-warning method, cloud server, onboard-terminal and system",7,[],[],3,6,9,0,0,0,2022,['CN108230752B/en'],"[['郑立志', '孙日双', '张凌涛', '李琳', '胡磊', '王国刚', '李颖', '纪淑娟', '陈丽丽']]"
34398,US10909853,B2,20210202,US16012839,20180620,KR,"['Shin Kicheol', 'Oh Youngchul', 'Choi Jinhyuk', 'Oh TaeDong', 'Lee Wanjae', 'Lee Haeryong', 'Heo MyungSeon']","['Kicheol', 'Youngchul', 'Jinhyuk', 'TaeDong', 'Wanjae', 'Haeryong', 'MyungSeon']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",System for identifying driving intention of surrounding vehicle and controlling method thereof,11,[],[],0,7,7,0,0,0,2022,"['KR20190078824A/en', 'CN109969177A/en']","[['신기철', '오영철', '최진혁', '오태동', '이완재', '이해룡', '허명선'], ['申基喆', '吴荣哲', '崔晋赫', '吴太东', '李玩宰', '李海龙', '许明善']]"
34400,US10909854,B2,20210202,US16021360,20180628,KR,"['Ji Sungmin', 'Jang Yonjun', 'Choi Jaewoong', 'Kim Jong Chul', 'Ko HyeongMin']","['Sungmin', 'Yonjun', 'Jaewoong', 'Jong Chul', 'HyeongMin']","['KR', 'KR', 'KR', 'KR', 'KR']",Vehicle and control method thereof,19,[],[],2,3,5,0,0,0,2022,"['KR20190099756A/en', 'CN110171414A/en']","[['지성민', '장연준', '최재웅', '김종철', '고형민'], ['池成旻', '张渊埈', '崔在雄', '金钟哲', '高亨旻']]"
34406,US10909860,B2,20210202,US15640170,20170630,US,"['Yu Yun', 'Lin Canlong', 'Chen Xi', 'Wang Mingyu', 'Wang Tao', 'Song Jianyu']","['Yun', 'Canlong', 'Xi', 'Mingyu', 'Tao', 'Jianyu']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN']",Flight control for flight-restricted regions,18,[],[],4,2,6,0,0,0,2022,"['CN107015570B/en', 'CN105247593B/en', 'CN106461396B/en', 'CN111522359A/en', 'CN113160616A/en', 'CN107615357A/en']","[['王铭钰', '汪滔', '宋健宇'], ['王铭钰', '汪滔', '宋健宇'], ['于云', '林灿龙', '陈熙', '王铭钰', '宋健宇'], ['于云', '林灿龙', '陈熙', '王铭钰', '宋健宇'], ['于云', '林灿龙', '陈熙', '王铭钰', '宋健宇'], ['徐希楠', '于云', '林灿龙', '陈熙', '王铭钰', '宋健宇']]"
34419,US10909871,B2,20210202,US15627188,20170619,KR,"['Cha Yeong Min', 'Heo Jae We', 'Jang Young Jun']","['Yeong Min', 'Jae We', 'Young Jun']","['KR', 'KR', 'KR']","Method, apparatus, and computer program for operating machine-learning framework",2,[],[],3,0,3,0,0,0,2022,"['KR101853091B1/en', 'CN114511425A/en', 'CN108959331B/en']","[['차영민', '허재위', '장영준'], ['车映慜', '许宰纬', '张荣峻'], ['车映慜', '许宰纬', '张荣峻']]"
34432,US10909882,B2,20210202,US15535275,20151211,KR,"['Kim Ju Yoon', 'Sung Ki Kwang', 'Lee Jin Ho', 'Joo Jae Seong', 'Cheng Titus']","['Ju Yoon', 'Ki Kwang', 'Jin Ho', 'Jae Seong', 'Titus']","['KR', 'KR', 'KR', 'KR', 'KR']",Braille display and electronic device comprising same,19,['Kim Jae Youn'],['Jae Youn'],5,0,5,1,0,1,2022,"['KR101597912B1/en', 'KR101597913B1/en', 'KR101597911B1/en', 'KR101597931B1/en', 'CN109643501A/en']","[['김주윤', '성기광', '이진호', '주재성', '쳉 타이터스'], ['김주윤', '성기광', '이진호', '주재성', '쳉 타이터스'], ['김주윤', '성기광', '이진호', '주재성', '쳉 타이터스'], ['김주윤', '성기광', '이진호', '주재성', '쳉 타이터스'], ['金柱润', '成基光', '李珍浩', '朱宰惺', '程提图斯']]"
34433,US10909883,B2,20210202,US16779238,20200131,US,"['Vuong Theresa D.', 'Li Jennifer K.', 'Jung Il Kwon']","['Theresa D.', 'Jennifer K.', 'Il Kwon']","['US', 'US', 'KR']","Entertainment/educational system and associated apparatus, methods and uses",19,['Stathakis Dean G.'],['Dean G.'],1,2,3,1,0,1,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
34439,US10909888,B2,20210202,US16395573,20190426,CN,"['Guan Hongtao', 'Zhao Kai', 'Li Tailiang']","['Hongtao', 'Kai', 'Tailiang']","['CN', 'CN', 'CN']","Electronic price tag, electronic price tag system and method of updating electronic price tag",18,[],[],2,1,3,0,0,0,2022,['CN108960369B/en'],"[['关红涛', '赵凯', '李太亮']]"
34440,US10909889,B2,20210202,US16796101,20200220,KR,['Lee Jungil'],['Jungil'],['KR'],Display device,21,[],[],1,0,1,0,0,0,2022,"['KR20200129215A/en', 'CN111915986A/en']","[['이정일'], ['李廷一']]"
34444,US10909893,B2,20210202,US15776881,20171023,CN,['Hao Xueguang'],['Xueguang'],['CN'],"Shift register circuit, GOA circuit, display device and method for driving the same",17,[],[],0,1,1,0,0,0,2022,"['CN206388486U/en', 'KR102098133B1/en']","[['郝学光'], ['쉐광 하오']]"
34445,US10909894,B2,20210202,US16230662,20181221,CN,['Chen Chaoxi'],['Chaoxi'],['CN'],Display panel and terminal,18,[],[],0,1,1,0,0,0,2022,['CN108509083B/en'],[['陈朝喜']]
34447,US10909896,B2,20210202,US16485044,20181221,CN,"['Zhan Yifei', 'Zhang Dayu', 'Ling Xiaohan']","['Yifei', 'Dayu', 'Xiaohan']","['CN', 'CN', 'CN']","Common voltage generation circuit and generation method, and display device",15,['Goldberg Joshua B.'],['Joshua B.'],2,1,3,1,0,1,2022,['CN108198531B/en'],"[['詹一飞', '张大宇', '凌小涵']]"
34448,US10909897,B2,20210202,US16556080,20190829,KR,"['Lee Jae-Han', 'Kim Sooyeon', 'Im Taegon', 'Cho Jung Hwan']","['Jae-Han', 'Sooyeon', 'Taegon', 'Jung Hwan']","['KR', 'KR', 'KR', 'KR']",Gate driving circuit and display device having the same,20,[],[],2,2,4,0,0,0,2022,"['KR20200051893A/en', 'CN111145675A/en']","[['이재한', '김수연', '임태곤', '조정환'], ['李宰汉', '金受姸', '林泰坤', '曺政焕']]"
34451,US10909900,B2,20210202,US16430001,20190603,CN,"['Luan Mengyu', 'Qi Zhongsheng', 'Mao Bo', 'Hu Youyuan', 'Liu Lang']","['Mengyu', 'Zhongsheng', 'Bo', 'Youyuan', 'Lang']","['CN', 'CN', 'CN', 'CN', 'CN']","Display substrate, display device and display control method",19,[],[],1,4,5,0,0,0,2022,['CN109300968B/en'],"[['栾梦雨', '齐忠胜', '毛波', '胡友元', '刘烺']]"
34452,US10909901,B2,20210202,US16462776,20181220,CN,"['Wu Haidong', 'Li Yansong', 'Zhou Weilong', 'Bai Shanshan', 'Liu Yue', 'Xiao Zhihui', 'Wang Yangpeng']","['Haidong', 'Yansong', 'Weilong', 'Shanshan', 'Yue', 'Zhihui', 'Yangpeng']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Pixel arrangement, manufacturing method thereof, display panel, display device and mask",20,[],[],6,1,7,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
34455,US10909904,B2,20210202,US15371099,20161206,KR,['Kim YuHoon'],['YuHoon'],['KR'],Organic light emitting display device,24,[],[],0,1,1,0,0,0,2022,['CN107275361B/en'],[['金裕勳']]
34457,US10909906,B2,20210202,US16707402,20191209,KR,"['Kim Wontae', 'Im Taegon']","['Wontae', 'Taegon']","['KR', 'KR']",Display device,18,[],[],0,2,2,0,0,0,2022,['KR20170122357A/en'],"[['김원태', '임태곤']]"
34459,US10909907,B2,20210202,US16027730,20180705,CN,['Zhou Xingyu'],['Xingyu'],['CN'],"Pixel circuit, driving method, pixel structure and display panel",15,['Ren Yunling'],['Yunling'],1,0,1,0,1,1,2022,['CN108133686A/en'],[['周兴雨']]
34461,US10909909,B2,20210202,US16440863,20190613,KR,"['Lee Dong Eup', 'Eom Ki Myeong', 'Ka Ji Hyun']","['Dong Eup', 'Ki Myeong', 'Ji Hyun']","['KR', 'KR', 'KR']",Display device and driving method thereof,20,[],[],2,1,3,0,0,0,2022,"['KR20200067287A/en', 'CN111261082A/en']","[['이동엽', '엄기명', '가지현'], ['李东烨', '严基明', '贾智铉']]"
34462,US10909910,B2,20210202,US16465807,20171116,KR,"['Jeong Young-hoon', 'Choi Doo-seop', 'Moon Young-su']","['Young-hoon', 'Doo-seop', 'Young-su']","['KR', 'KR', 'KR']",Display apparatus and control method thereof,11,[],[],2,1,3,0,0,0,2022,['KR20180062758A/en'],"[['최두섭', '문영수', '정영훈']]"
34464,US10909912,B2,20210202,US16289550,20190228,KR,['Kim Woo-Chul'],['Woo-Chul'],['KR'],Display system and method of synchronizing a frame driving timing for the same,18,[],[],1,0,1,0,0,0,2022,"['KR20190128031A/en', 'CN110444155A/en']","[['김우철'], ['金宇哲']]"
34468,US10909916,B2,20210202,US16876697,20200518,CN,"['Feng Xiang', 'Han Long', 'Chen Yipeng', 'Xuan Minghua', 'Yang Ruizhi', 'Liu Sha', 'Sun Xiao', 'Zhang Qiang', 'Yang Zhaokun', 'Qiu Yun']","['Xiang', 'Long', 'Yipeng', 'Minghua', 'Ruizhi', 'Sha', 'Xiao', 'Qiang', 'Zhaokun', 'Yun']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","OLED array substrate, OLED display panel, pixel circuit, driving method and method for fingerprint recognition using OLED display panel",16,['Dave Raj S.'],['Raj S.'],9,1,10,1,0,1,2022,['CN106898636B/en'],"[['冯翔', '韩龙', '陈义鹏', '玄明花', '杨瑞智', '刘莎', '孙晓', '张强', '杨照坤', '邱云']]"
34469,US10909917,B2,20210202,US15203644,20160706,KR,['Jeon Jin'],['Jin'],['KR'],Organic light-emitting diode display,26,[],[],1,0,1,0,0,0,2022,['KR20170006335A/en'],[['전진']]
34470,US10909918,B2,20210202,US15839455,20171212,KR,"['Kim Yong Jae', 'Jeon Jin', 'Kang Chul Kyu']","['Yong Jae', 'Jin', 'Chul Kyu']","['KR', 'KR', 'KR']",Organic light emitting display device,31,[],[],3,0,3,0,0,0,2022,"['KR102309599B1/en', 'CN108694909B/en', 'CN115064125A/en']","[['김용재', '전진', '강철규'], ['金容载', '全珍', '姜哲圭'], ['金容载', '全珍', '姜哲圭']]"
34472,US10909920,B2,20210202,US16309203,20180320,CN,"['Zhu Jianchao', 'Huangfu Lujiang', 'Li Yunfei', 'Zheng Can', 'Liu Libin', 'Chen Yipeng']","['Jianchao', 'Lujiang', 'Yunfei', 'Can', 'Libin', 'Yipeng']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Pixel driving circuit, pixel driving method, and display device",20,[],[],2,4,6,0,0,0,2022,['CN106952617B/en'],"[['朱健超', '皇甫鲁江', '李云飞', '郑灿', '刘利宾', '陈义鹏']]"
34473,US10909921,B2,20210202,US16356142,20190318,KR,"['Hwang Young-In', 'Kim Sung Ho', 'Yang Yong Ho', 'Wang Seong Min']","['Young-In', 'Sung Ho', 'Yong Ho', 'Seong Min']","['KR', 'KR', 'KR', 'KR']",Organic light emitting diode display device including driving transistor having gate electrode under semiconductor layer,20,[],[],4,0,4,0,0,0,2022,"['KR20200002050A/en', 'CN110660829A/en']","[['황영인', '김성호', '양용호', '왕성민'], ['黄荣仁', '金成虎', '梁容豪', '王盛民']]"
34476,US10909923,B2,20210202,US16812979,20200309,KR,"['Kim Dong Hwi', 'Kim Na Young', 'Kim Chul Ho', 'Lee Wang Jo', 'Jeon Jin']","['Dong Hwi', 'Na Young', 'Chul Ho', 'Wang Jo', 'Jin']","['KR', 'KR', 'KR', 'KR', 'KR']",Pixel circuit and display device including the same,20,[],[],4,1,5,0,0,0,2022,"['KR20200129242A/en', 'CN111916021A/en']","[['김동휘', '김나영', '김철호', '이왕조', '전진'], ['金东辉', '金那英', '金喆镐', '李王枣', '全珍']]"
34477,US10909924,B2,20210202,US15761336,20170907,CN,"['Yang Shengji', 'Dong Xue', 'Lv Jing', 'Chen Xiaochuan', 'Zhang Can', 'Sun Wei', 'Shi Lingyun']","['Shengji', 'Xue', 'Jing', 'Xiaochuan', 'Can', 'Wei', 'Lingyun']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Pixel circuit and driving method thereof, and display panel",15,[],[],3,4,7,0,0,0,2022,['CN107342047B/en'],"[['杨盛际', '董学', '吕敬', '陈小川', '张粲', '孙伟', '时凌云']]"
34478,US10909925,B2,20210202,US15751300,20170718,CN,"['Yue Han', 'Chen Xiaochuan', 'Yang Shengji', 'Liu Dongni', 'Wang Lei', 'Xiao Li', 'Lu Pengcheng', 'Fu Jie']","['Han', 'Xiaochuan', 'Shengji', 'Dongni', 'Lei', 'Li', 'Pengcheng', 'Jie']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Pixel circuit and driving method thereof, display panel and display device",17,[],[],3,5,8,0,0,0,2022,['CN106782319A/en'],"[['岳晗', '陈小川', '杨盛际', '刘冬妮', '王磊', '肖丽', '卢鹏程', '付杰']]"
34480,US10909927,B2,20210202,US16441723,20190614,CN,['Yin Xinshe'],['Xinshe'],['CN'],"Pixel compensation circuit and compensation method, pixel circuit, and display panel",18,[],[],0,1,1,0,0,0,2022,['CN109166517B/en'],[['殷新社']]
34482,US10909929,B2,20210202,US16210379,20181205,KR,"['Yang Tae Hoon', 'Kim Ki Bum', 'Lee Jong Chan', 'Jeong Woong Hee']","['Tae Hoon', 'Ki Bum', 'Jong Chan', 'Woong Hee']","['KR', 'KR', 'KR', 'KR']",Scan driver,24,[],[],4,0,4,0,0,0,2022,"['KR20190112876A/en', 'CN110364125B/en']","[['양태훈', '김기범', '이종찬', '정웅희'], ['梁泰勋', '金基范', '李宗璨', '郑雄喜']]"
34483,US10909930,B2,20210202,US16392050,20190423,KR,"['Kim Jeonghun', 'Jeon Byeongguk']","['Jeonghun', 'Byeongguk']","['KR', 'KR']",Display apparatus,23,[],[],0,2,2,0,0,0,2022,"['KR20200000851A/en', 'CN110634912A/en']","[['김정훈', '전병국'], ['金正训', '全炳鞠']]"
34484,US10909931,B2,20210202,US16680256,20191111,KR,"['Kim Byung Sun', 'Kwon Sun Ja', 'Kim Yang Wan', 'Park Hyun Ae', 'Park Hyung Jun', 'Lee Su Jin', 'Lee Jae Yong', 'Jeon Yu Jin']","['Byung Sun', 'Sun Ja', 'Yang Wan', 'Hyun Ae', 'Hyung Jun', 'Su Jin', 'Jae Yong', 'Yu Jin']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Display device,12,[],[],7,1,8,0,0,0,2022,"['KR20180030314A/en', 'CN107818751A/en']","[['김병선', '권선자', '김양완', '박현애', '박형준', '이수진', '이재용', '전유진'], ['金炳善', '权善子', '金阳完', '朴贤爱', '朴亨埈', '李受珍', '李在容', '全裕珍']]"
34485,US10909932,B2,20210202,US16577417,20190920,KR,"['Kim Kyunho', 'Kim Juhyun']","['Kyunho', 'Juhyun']","['KR', 'KR']",Display apparatus and method of driving display panel using the same,19,[],[],0,2,2,0,0,0,2022,"['KR20200055184A/en', 'CN111179823A/en']","[['김균호', '김주현'], ['金均浩', '金周炫']]"
34487,US10909934,B2,20210202,US16687475,20191118,KR,"['Jeong Jin Tae', 'Ka Ji Hyun', 'Kwon Tae Hoon', 'Lee Min Ku', 'Cha Seung Ji']","['Jin Tae', 'Ji Hyun', 'Tae Hoon', 'Min Ku', 'Seung Ji']","['KR', 'KR', 'KR', 'KR', 'KR']",Display device and fabricating method thereof,20,[],[],4,1,5,0,0,0,2022,"['KR20180032260A/en', 'CN107863056A/en']","[['정진태', '가지현', '권태훈', '이민구', '차승지'], ['郑镇泰', '贾智铉', '权泰勋', '李敏九', '车承智']]"
34488,US10909935,B2,20210202,US16506154,20190709,KR,"['Koo Jahun', 'Park Jinho', 'Moon Jong Deuk', 'Woo Su-Han', 'Lee Kyung-Hun', 'Choi Kyung-Uk']","['Jahun', 'Jinho', 'Jong Deuk', 'Su-Han', 'Kyung-Hun', 'Kyung-Uk']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Liquid crystal display device and method of driving the same,20,[],[],5,1,6,0,0,0,2022,"['KR20200022557A/en', 'CN110858473A/en']","[['구자헌', '박진호', '문종득', '우수한', '이경훈', '최경욱'], ['具滋宪', '朴镇浩', '文锺得', '禹秀僩', '李坰勳', '崔烱旭']]"
34491,US10909937,B1,20210202,US16686222,20191118,US,"['Huang Hsien-Po', 'Liao Yen-Tao', 'Cong Hongchun']","['Hsien-Po', 'Yen-Tao', 'Hongchun']","['TW', 'TW', 'CN']",Driver circuit and related display system,22,['Hsu Winston'],['Winston'],1,2,3,1,0,1,2022,['CN112820245A/en'],"[['黄显博', '廖砚韬', '从洪春']]"
34492,US10909938,B2,20210202,US16400311,20190501,KR,"['Kim Dong Keon', 'Ohn Wonjong', 'Choi Moah']","['Dong Keon', 'Wonjong', 'Moah']","['KR', 'KR', 'KR']",Display device and method of driving the same,20,[],[],0,3,3,0,0,0,2022,"['KR20200017608A/en', 'CN110827772A/en']","[['김동건', '온원종', '최모아'], ['金东建', '温元钟', '崔莫安']]"
34493,US10909939,B2,20210202,US16585536,20190927,KR,"['Kim Kwi Hyun', 'Choi Kook Hyun', 'Park Kyungwon', 'Jin Hyeong Jun', 'Hong Chang-Yong']","['Kwi Hyun', 'Kook Hyun', 'Kyungwon', 'Hyeong Jun', 'Chang-Yong']","['KR', 'KR', 'KR', 'KR', 'KR']",Display device including data line alternately connected to adjacent pixel columns,18,[],[],1,4,5,0,0,0,2022,"['KR20200037897A/en', 'CN110969997A/en']","[['김귀현', '최국현', '박경원', '진형준', '홍창용'], ['金贵铉', '崔国铉', '朴庆元', '秦炯准', '洪彰瑢']]"
34495,US10909941,B2,20210202,US16235048,20181228,KR,"['An Taehyeong', 'Lim KyoungHo', 'Lee Soo-Yeon', 'Lee Jaehoon', 'Choi Nam-Gon']","['Taehyeong', 'KyoungHo', 'Soo-Yeon', 'Jaehoon', 'Nam-Gon']","['KR', 'KR', 'KR', 'KR', 'KR']",Liquid crystal display device having a timing controller for reducing crosstalk defect and driving method thereof,20,[],[],2,3,5,0,0,0,2022,['KR20190083692A/en'],"[['안태형', '임경호', '이수연', '이재훈', '최남곤']]"
34497,US10909943,B2,20210202,US16549229,20190823,CN,"['Hu Guofeng', 'Gao Yankai', 'Liu Hong', 'Bi Yuxin', 'Xi Yanhui', 'Dai Bin', 'Yu Mingjian', 'Wang Hong', 'Wang Donghui']","['Guofeng', 'Yankai', 'Hong', 'Yuxin', 'Yanhui', 'Bin', 'Mingjian', 'Hong', 'Donghui']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Gate drive circuit and driving method thereof, display panel and display device",14,[],[],3,6,9,0,0,0,2022,['CN109686333A/en'],"[['胡国锋', '高延凯', '刘弘', '毕育欣', '习艳会', '代斌', '于明鉴', '王�泓', '王冬辉']]"
34500,US10909945,B2,20210202,US16426511,20190530,CN,"['Li Kun', 'Cao Jie', 'Zhang Yueyuan', 'Sun Hui']","['Kun', 'Jie', 'Yueyuan', 'Hui']","['CN', 'CN', 'CN', 'CN']","Method and apparatus for pixel drive control, display panel and storage medium",14,[],[],2,2,4,0,0,0,2022,['CN109243400B/en'],"[['李琨', '曹杰', '张月圆', '孙辉']]"
34501,US10909946,B2,20210202,US16358390,20190319,KR,['Jung Byeng Sang'],['Byeng Sang'],['KR'],Low power driving method and electronic device performing thereof,20,[],[],0,1,1,0,0,0,2022,"['KR102175103B1/en', 'CN104866065B/en']","[['정병상'], ['郑秉相']]"
34505,US10909950,B2,20210202,US16137602,20180921,CN,"['Gao Yana', 'Zhou Xingyao', 'Li Yue', 'Xiang Dongxu', 'Zhu Renyuan', 'Cai Zhonglan', 'Zhu Juan', 'Huang Gaojun', 'Xu Yilin']","['Yana', 'Xingyao', 'Yue', 'Dongxu', 'Renyuan', 'Zhonglan', 'Juan', 'Gaojun', 'Yilin']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Emission controller, driving method, and display device",15,[],[],2,7,9,0,0,0,2022,['CN108389546B/en'],"[['高娅娜', '周星耀', '李玥', '向东旭', '朱仁远', '蔡中兰', '朱娟', '黄高军', '徐艺琳']]"
34508,US10909952,B2,20210202,US16617989,20180530,CN,"['Chen Ziping', 'Chen Mengzhen', 'Liu Jiehui']","['Ziping', 'Mengzhen', 'Jiehui']","['CN', 'CN', 'CN']",Information terminal,9,[],[],0,3,3,0,0,0,2022,['CN108989538B/en'],"[['陈梓平', '陈孟圳', '刘洁辉']]"
34540,US10909981,B2,20210202,US15957768,20180419,CN,['Bai Jian'],['Jian'],['CN'],"Mobile terminal, method of controlling same, and computer-readable storage medium",16,[],[],1,0,1,0,0,0,2022,['CN107146616B/en'],[['白剑']]
34541,US10909982,B2,20210202,US15967493,20180430,KR,"['Kwon Woo Up', 'Kim Jung Hoe', 'Kim Kyu Young', 'Park Hyun Jin', 'Woo Kyoung Gu', 'Rhee In Jong', 'Jang Dong Ho']","['Woo Up', 'Jung Hoe', 'Kyu Young', 'Hyun Jin', 'Kyoung Gu', 'In Jong', 'Dong Ho']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Electronic apparatus for processing user utterance and controlling method thereof,18,[],[],6,1,7,0,0,0,2022,['KR102389625B1/en'],"[['권우업', '김중회', '김규영', '박현진', '우경구', '이인종', '장동호']]"
34551,US10909989,B2,20210202,US16213421,20181207,CN,"['Li Wei', 'Qian Binghua', 'Jin Xingming', 'Li Ke', 'Wu Fuzhang', 'Wu Yongjian', 'Huang Feiyue']","['Wei', 'Binghua', 'Xingming', 'Ke', 'Fuzhang', 'Yongjian', 'Feiyue']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Identity vector generation method, computer device, and computer-readable storage medium",20,[],[],2,5,7,0,0,0,2022,['CN106169295B/en'],"[['李为', '黄飞跃', '吴永坚', '吴富章', '李科', '金星明', '钱柄桦']]"
