,publication_id,publication_kind,publication_date,application_id,application_date,country,inventor_name,inventor_firstname,inventor_country,invention_title,number_of_claims,attorney_name,attorney_firstname,inventor males,inventor females,inventor team size,attorney males,attorney females,attorney team size,Year,WorldWide Applications,Original Names
256,US10886784,B2,20210105,US16436411,20190610,KR,"['Lee Kyung-Woo', 'Byun Kang-Ho', 'Lee Ho-Seong', 'Jung Hee-Won']","['Kyung-Woo', 'Kang-Ho', 'Ho-Seong', 'Hee-Won']","['KR', 'KR', 'KR', 'KR']","Wireless power receiver, and method for performing communication with wireless power transmitter when the wireless power receiver is powered off",20,[],[],4,0,4,0,0,0,2022,"['KR101787796B1/en', 'CN109450113B/en', 'CN105191062B/en']","[['이경우', '변강호', '이호성', '정희원'], ['李炅雨', '边江虎', '李昊成', '郑熙远'], ['李炅雨', '边江虎', '李昊成', '郑熙远']]"
257,US10886785,B2,20210105,US16458819,20190701,KR,"['Lee Seonghun', 'Jung Byungsang', 'Kim Hwanyong', 'Park Seungje', 'Ha Sangdoo', 'Son Yongjun', 'Park Seonwook', 'Yang Jaesung', 'Lee Wonbok', 'Choi Gyoocheol', 'Jeong Joonggil']","['Seonghun', 'Byungsang', 'Hwanyong', 'Seungje', 'Sangdoo', 'Yongjun', 'Seonwook', 'Jaesung', 'Wonbok', 'Gyoocheol', 'Joonggil']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Refrigerator,10,[],[],2,9,11,0,0,0,2022,"['KR101944833B1/en', 'KR102314319B1/en', 'KR102418145B1/en', 'KR102314317B1/en', 'KR102314318B1/en', 'CN107408843B/en', 'KR102318549B1/en']","[['이성훈', '정병상', '김환용', '박승제', '하상두', '손용준', '박선욱', '양재성', '이원복', '최규철', '정중길'], ['이성훈', '정병상', '김환용', '박승제', '하상두', '손용준', '박선욱', '양재성', '이원복', '최규철', '정중길'], ['이성훈', '정병상', '김환용', '박승제', '하상두', '손용준', '박선욱', '양재성', '이원복', '최규철', '정중길'], ['이성훈', '정병상', '김환용', '박승제', '하상두', '손용준', '박선욱', '양재성', '이원복', '최규철', '정중길'], ['이성훈', '정병상', '김환용', '박승제', '하상두', '손용준', '박선욱', '양재성', '이원복', '최규철', '정중길'], ['李晟熏', '郑炳祥', '金焕龙', '朴承济', '河相斗', '孙墉浚', '朴宣旭', '梁在成', '李沅福', '崔圭哲', '郑仲吉'], ['이성훈', '정병상', '김환용', '박승제', '하상두', '손용준', '박선욱', '양재성', '이원복', '최규철', '정중길']]"
262,US10886790,B2,20210105,US16203216,20181128,KR,"['Ryu Kwang Woo', 'Han Jang Soon']","['Kwang Woo', 'Jang Soon']","['KR', 'KR']","Reconfigurable electromagnetic wave shielding filter, wireless charger for vehicle having the same, and control method thereof",17,['Corless Peter F.'],['Peter F.'],2,0,2,1,0,1,2022,['KR20200031285A/en'],"[['류광우', '한장순']]"
266,US10886793,B2,20210105,US15769001,20160824,KR,['Lee Kyu-sung'],['Kyu-sung'],['KR'],"Electronic device, and method for electronic device providing user interface",17,[],[],1,0,1,0,0,0,2022,['KR20170068307A/en'],[['이규성']]
271,US10886798,B2,20210105,US15708639,20170919,KR,"['Jeong Myung Kyu', 'Yu Jae Min', 'Lee Ga Eun', 'Seo Young Jin']","['Myung Kyu', 'Jae Min', 'Ga Eun', 'Young Jin']","['KR', 'KR', 'KR', 'KR']",Stator support member of rotating electrical machine and method of manufacturing the same,4,[],[],3,1,4,0,0,0,2022,"['KR20180054136A/en', 'CN108075581B/en']","[['정명규', '유재민', '이가은', '서영진'], ['郑明圭', '刘载旼', '李佳恩', '徐荣辰']]"
273,US10886800,B2,20210105,US15577345,20160419,KR,['Kang Sung Moon'],['Sung Moon'],['KR'],Direct current motor having an electromagnetic structure for a vehicle,1,[],[],1,0,1,0,0,0,2022,['KR101675229B1/en'],[['강성문']]
293,US10886818,B2,20210105,US16331402,20170120,CN,"['Wang Yongwu', 'Yu Ping', 'Li Jianwen', 'Liu Tianjiao', 'Yang Xixian']","['Yongwu', 'Ping', 'Jianwen', 'Tianjiao', 'Xixian']","['CN', 'CN', 'CN', 'CN', 'CN']",Input shaft structure having connected motor and speed reducer,8,[],[],2,3,5,0,0,0,2022,['CN206180768U/en'],"[['王永务', '余平', '李建文', '刘天骄', '杨希贤']]"
303,US10886827,B2,20210105,US15778676,20160603,CN,"['Liu Chunfa', 'Zu Fenglei']","['Chunfa', 'Fenglei']","['CN', 'CN']",Linear vibration motor,11,[],[],0,2,2,0,0,0,2022,['CN105406678B/en'],"[['刘春发', '祖峰磊']]"
327,US10886845,B2,20210105,US16737466,20200108,CN,['Cai Bo'],['Bo'],['CN'],"Detection method, detection circuit, controller and switching power supply",10,"['Stephens, Jr. Michael C.']",['Michael C.'],1,0,1,1,0,1,2022,['CN107132404B/en'],[['蔡波']]
337,US10886853,B1,20210105,US16699669,20191201,CN,"['Xu Aimin', 'Dou Xunjin', 'Zhou Xunwei']","['Aimin', 'Xunjin', 'Xunwei']","['CN', 'CN', 'CN']","Power device driving method and drive circuit for switching circuit, and the switching circuit",10,[],[],1,2,3,0,0,0,2022,['CN111585425A/en'],"[['徐爱民', '窦训金', '周逊伟']]"
338,US10886854,B2,20210105,US15670642,20170807,CN,"['Huang Qiukai', 'Xu Xiaoru']","['Qiukai', 'Xiaoru']","['CN', 'CN']",Control circuit and related integrated circuit and switching-type converter,20,"['Stephens, Jr. Michael C.']",['Michael C.'],0,2,2,1,0,1,2022,['CN104393761B/en'],"[['黄秋凯', '徐孝如']]"
339,US10886855,B2,20210105,US16086245,20171212,US,"['Xie Yongtao', 'Wang Zhanwu', 'Chakkirala Sudhakarababu']","['Yongtao', 'Zhanwu', 'Sudhakarababu']","['CN', 'CN', 'PH']",Resonant converters power supplies and control methods for reducing unbalanced currents in resonant converter power supplies,21,"['Stephens, Jr. Michael C.']",['Michael C.'],1,2,3,1,0,1,2022,['CN110168895A/en'],"[['谢永涛', '王展武', '苏达卡拉巴布·查基腊拉']]"
361,USD0906732,S1,20210105,US29698726,20190718,CN,['Huang Liyan'],['Liyan'],['CN'],Cushion,1,[],[],0,1,1,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
371,US10886884,B2,20210105,US16307747,20160606,US,['Wang Huijuan'],['Huijuan'],['CN'],Inductively coupled filter and wireless fidelity WiFi module,18,[],[],0,1,1,0,0,0,2022,['CN107710605B/en'],[['王惠娟']]
388,US10886899,B2,20210105,US16470816,20171226,CN,['Li Yike'],['Yike'],['CN'],Low-power-consumption constant-on-time timing circuit design method and timing circuit,7,['Xue Allen'],['Allen'],0,1,1,1,0,1,2022,['CN107968568A/en'],[['李伊珂']]
400,US10886912,B2,20210105,US16391436,20190423,CN,"['Ying Jianping', 'Wang Ming', 'Huang Xiaobo', 'Liu Jun']","['Jianping', 'Ming', 'Xiaobo', 'Jun']","['CN', 'CN', 'CN', 'CN']",Gate circuit and gate drive circuit for power semiconductor switch,20,['Ren Yunling'],['Yunling'],3,1,4,0,1,1,2022,['CN110768649A/en'],"[['应建平', '王明', '黄宵驳', '刘军']]"
401,US10886913,B2,20210105,US15688640,20170828,CN,"['Wong Pitleong', 'Huang Libin', 'Ren Yuancheng', 'Zhou Xunwei']","['Pitleong', 'Libin', 'Yuancheng', 'Xunwei']","['CN', 'CN', 'CN', 'CN']","Drive method and drive circuit for power switch, and power supply system",17,[],[],1,3,4,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
404,US10886916,B2,20210105,US16632484,20180524,CN,['Hou Fangxi'],['Fangxi'],['CN'],Signal transmission circuit,14,[],[],0,1,1,0,0,0,2022,['CN109286878B/en'],[['侯方西']]
409,US10886920,B2,20210105,US16814881,20200310,KR,"['Kim Mun-Gyu', 'Kim Kyung-Tae', 'Ko Jae-Hong']","['Mun-Gyu', 'Kyung-Tae', 'Jae-Hong']","['KR', 'KR', 'KR']",Output buffer circuit,17,['Fortney Andrew D.'],['Andrew D.'],3,0,3,1,0,1,2022,['KR20200125259A/en'],"[['김문규', '김경태', '고재홍']]"
416,US10886927,B2,20210105,US16736688,20200107,KR,"['Oh Seung Wook', 'Chung Jin Il']","['Seung Wook', 'Jin Il']","['KR', 'KR']",Signal generation circuit synchronized with a clock signal and a semiconductor apparatus using the same,33,[],[],2,0,2,0,0,0,2022,"['KR20200088650A/en', 'CN111435602A/en']","[['오승욱', '정진일'], ['吴升昱', '郑镇一']]"
417,US10886928,B2,20210105,US16800366,20200225,CN,"['Zhang Pengzhan', 'Chang Zhongyuan', 'Li Yanhong']","['Pengzhan', 'Zhongyuan', 'Yanhong']","['CN', 'CN', 'CN']",Fast phase frequency detector,10,[],[],0,3,3,0,0,0,2022,['CN111697965A/en'],"[['张鹏展', '常仲元', '李彦宏']]"
418,USD0906734,S1,20210105,US29708544,20191008,US,['Liang Xinggui'],['Xinggui'],['CN'],Travel pillow,1,[],[],0,1,1,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
425,US10886935,B2,20210105,US16704754,20191205,CN,"['Xiao Yan', 'Weng Qian']","['Yan', 'Qian']","['CN', 'CN']",SAR-DAC device and method for operating an SAR-DAC device,20,[],[],2,0,2,0,0,0,2022,"['CN111427414B/en', 'CN113726340A/en']","[['肖艳', '翁芊'], ['肖艳', '翁芊']]"
432,US10886941,B2,20210105,US16499315,20180327,CN,['Xia Nan'],['Nan'],['CN'],Pulse density modulation method and pulse density value signal conversion circuit,12,[],[],0,1,1,0,0,0,2022,['CN106849955A/en'],[['夏楠']]
436,US10886945,B2,20210105,US16410554,20190513,KR,"['Jeong Hong-sil', 'Kim Kyung-joong', 'Myung Se-ho']","['Hong-sil', 'Kyung-joong', 'Se-ho']","['KR', 'KR', 'KR']",Transmitter and method for generating additional parity thereof,4,[],[],2,1,3,0,0,0,2022,"['KR101800414B1/en', 'CN107567686A/en', 'KR101898687B1/en', 'KR101970812B1/en', 'KR102114471B1/en', 'KR102227509B1/en']","[['정홍실', '김경중', '명세호'], ['郑鸿实', '金庆中', '明世澔'], ['정홍실', '김경중', '명세호'], ['정홍실', '김경중', '명세호'], ['정홍실', '김경중', '명세호'], ['정홍실', '김경중', '명세호']]"
439,US10886948,B2,20210105,US16219465,20181213,CN,['Huang Zefeng'],['Zefeng'],['CN'],Method for determining a decoding task and apparatus,17,[],[],1,0,1,0,0,0,2022,['CN107506176B/en'],[['黄泽锋']]
441,US10886950,B2,20210105,US16285153,20190225,CN,"['Li Bin', 'Shen Hui']","['Bin', 'Hui']","['CN', 'CN']",Method and apparatus for generating a code word,20,[],[],1,1,2,0,0,0,2022,"['CN103684477B/en', 'CN106899311A/en']","[['李斌', '沈晖'], ['李斌', '沈晖']]"
447,US10886956,B2,20210105,US16518678,20190722,US,"['Lee Kilbom', 'Kang Jiwon', 'Kim Kijun', 'Kim Kyuseok', 'Yum Kunil']","['Kilbom', 'Jiwon', 'Kijun', 'Kyuseok', 'Kunil']","['KR', 'KR', 'KR', 'KR', 'KR']",Method and device for receiving PTRS for cancelling phase noise in wireless communication system,17,[],[],1,4,5,0,0,0,2022,"['CN110463099B/en', 'KR102254897B1/en']","[['李吉范', '姜智源', '金沂濬', '金圭奭', '廉建逸'], ['이길봄', '강지원', '김기준', '김규석', '염건일']]"
458,US10886966,B2,20210105,US16416041,20190517,KR,"['Moon Young Chan', 'Yun Min Seon', 'So Sung-hwan']","['Young Chan', 'Min Seon', 'Sung-hwan']","['KR', 'KR', 'KR']",Method for eliminating passive inter-modulation distortion and antenna apparatus using the same,15,['Grossman Steven J.'],['Steven J.'],2,1,3,1,0,1,2022,['KR20180061842A/en'],"[['문영찬', '윤민선', '소성환']]"
466,US10886973,B2,20210105,US16905298,20200618,KR,['Park Yongcheol'],['Yongcheol'],['KR'],Device and method for performing authentication in wireless power transfer system,16,[],[],0,1,1,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
472,US10886978,B2,20210105,US16699856,20191202,KR,"['Choi Wan', 'Kang Jinho']","['Wan', 'Jinho']","['KR', 'KR']",Method and apparatus for multi-antenna transmission to minimize charging time of users in wireless powered communication network,11,[],[],2,0,2,0,0,0,2022,['KR102179030B1/en'],"[['최완', '강진호']]"
482,USD0906736,S1,20210105,US29705728,20190914,US,['Lv Linjun'],['Linjun'],['CN'],Air cushion,1,[],[],0,1,1,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
483,US10881319,B2,20210105,US15319716,20150615,KR,"['Suh Myung-Whan', 'Lee Jun Ho', 'Oh Seung Ha', 'Kwon Chiheon', 'Ahn Joong Woo', 'Ku Yunseo', 'Kim Hee Chan']","['Myung-Whan', 'Jun Ho', 'Seung Ha', 'Chiheon', 'Joong Woo', 'Yunseo', 'Hee Chan']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Apparatus for diagnosing and treating dizziness,12,[],[],4,3,7,0,0,0,2022,['KR101647455B1/en'],"[['서명환', '이준호', '오승하', '권치헌', '안중우', '구윤서', '김성완', '김희찬']]"
489,US10881324,B2,20210105,US15549698,20160119,KR,"['Ryu Hyun Seung', 'Hong Joon Pio', 'Seo Jun Hyuk', 'Park Hee Jun', 'Hong Soon Gee', 'Jeon Kang Jin', 'Kim Hoon']","['Hyun Seung', 'Joon Pio', 'Jun Hyuk', 'Hee Jun', 'Soon Gee', 'Kang Jin', 'Hoon']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Wound volume measuring method and device,7,[],[],7,0,7,0,0,0,2022,"['KR101633497B1/en', 'CN107205696B/en']","[['유현승', '홍준표', '서준혁', '박희준', '홍순기', '전강진', '김훈'], ['柳眩丞', '洪晙杓', '徐晙赫', '朴希濬', '洪顺基', '全强镇', '金勋']]"
493,USD0906738,S1,20210105,US29747096,20200819,US,['Yang Li'],['Li'],['CN'],Mattress,1,[],[],0,1,1,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
503,US10881331,B2,20210105,US15601885,20170522,US,"['Yu Wenhan', 'Yu Hui']","['Wenhan', 'Hui']","['CN', 'CN']","Respiratory monitoring apparatus, method and device",12,['Christensen Kory D.'],['Kory D.'],0,2,2,1,0,1,2022,['CN106456051A/en'],"[['余文翰', '于辉']]"
507,US10886990,B2,20210105,US16400533,20190501,CN,"['Wu Ye', 'Han Wei', 'Bi Xiaoyan']","['Ye', 'Wei', 'Xiaoyan']","['CN', 'CN', 'CN']",Method and apparatus for feeding back channel state information,12,[],[],2,1,3,0,0,0,2022,"['CN108809606A/en', 'CN108024280A/en', 'CN109818725B/en', 'CN109923813B/en']","[['吴晔', '韩玮', '毕晓艳'], ['吴晔', '韩玮', '毕晓艳'], ['吴晔', '韩玮', '毕晓艳'], ['吴晔', '韩玮', '毕晓艳']]"
508,US10881333,B2,20210105,US15270812,20160920,KR,"['Choi Seonmyeong', 'Park Jinyoung']","['Seonmyeong', 'Jinyoung']","['KR', 'KR']",Method and apparatus for predicting in vivo analyte concentration using learning and a net analyte signal,27,[],[],1,1,2,0,0,0,2022,"['KR102443262B1/en', 'CN107007254B/en']","[['최선명', '박진영'], ['崔善明', '朴珍映']]"
527,US10887008,B2,20210105,US16752982,20200127,KR,['Kim Ok Jin'],['Ok Jin'],['KR'],Apparatus and method for compensating optical transmission delay,14,[],[],1,0,1,0,0,0,2022,['KR102388504B1/en'],[['김옥진']]
539,US10887020,B2,20210105,US16280444,20190220,CN,"['Su Wei', 'Wu Qiuyou', 'Dong Limin']","['Wei', 'Qiuyou', 'Limin']","['CN', 'CN', 'CN']",Method and apparatus for transmitting and receiving client signal in optical transport network,26,[],[],1,2,3,0,0,0,2022,"['CN102820951B/en', 'CN106301661B/en', 'KR101686002B1/en']","[['苏伟', '吴秋游', '董立民'], ['苏伟', '吴秋游', '董立民'], ['웨이 수', '치우요우 우', '리민 동']]"
546,US10887027,B2,20210105,US15981940,20180517,CN,"['Chen Xiong', 'He Yongning']","['Xiong', 'Yongning']","['CN', 'CN']",Dynamic passive intermodulation reference signal generator,8,"['Li, Esq. Jinggao']",['Jinggao'],1,1,2,0,1,1,2022,['CN106788784B/en'],"[['陈雄', '贺永宁']]"
547,US10887028,B2,20210105,US16877950,20200519,KR,"['Hwang June', 'Kang Hyunjeong', 'Moon Jungmin', 'Park Seunghoon', 'Jung Byounghoon']","['June', 'Hyunjeong', 'Jungmin', 'Seunghoon', 'Byounghoon']","['KR', 'KR', 'KR', 'KR', 'KR']",Method and apparatus for handling radio link failure in system using multiple reference signals,20,[],[],2,3,5,0,0,0,2022,['Patent not found'],['Patent not found']
548,US10887029,B2,20210105,US15816291,20171117,KR,"['Lee Soonyoung', 'Park Sungbum', 'Yoon Sungrok', 'Cho Minsung']","['Soonyoung', 'Sungbum', 'Sungrok', 'Minsung']","['KR', 'KR', 'KR', 'KR']",Method and apparatus for analysing communication channel in consideration of material and contours of objects,20,[],[],1,3,4,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
562,US10887042,B2,20210105,US16185975,20181109,US,['Feng Shulan'],['Shulan'],['CN'],"Data transmission method, device, and system",24,[],[],0,1,1,0,0,0,2022,"['CN113411162A/en', 'CN109075897B/en', 'KR20190002690A/en']","[['冯淑兰'], ['冯淑兰'], ['슈란 펑']]"
566,US10887047,B2,20210105,US16676026,20191106,KR,"['Myung Seho', 'Kim Kyungjoong', 'Jang Min', 'Jeong Hongsil']","['Seho', 'Kyungjoong', 'Min', 'Hongsil']","['KR', 'KR', 'KR', 'KR']",Apparatus and method for encoding and decoding channel in communication or broadcasting system,20,[],[],1,3,4,0,0,0,2022,"['KR20170075627A/en', 'CN108476026A/en', 'KR20180088423A/en']","[['명세호', '김경중', '장민', '정홍실'], ['明世澔', '金庆中', '张珉', '郑鸿实'], ['명세호', '김경중', '장민', '정홍실']]"
570,US10887050,B2,20210105,US16497112,20180326,US,"['Noh Kwangseok', 'Kim Bonghoe']","['Kwangseok', 'Bonghoe']","['KR', 'KR']","Downlink signal reception method and user equipment, and downlink signal transmission method and base station",8,[],[],0,2,2,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
578,US10887057,B2,20210105,US15594395,20170512,KR,"['Kim Soenghun', 'Jang Jaehyuk', 'Kim Donggun', 'Kim Sangbum', 'Sayenko Alexander', 'Van Lieshout Gert Jan']","['Soenghun', 'Jaehyuk', 'Donggun', 'Sangbum', 'Alexander', 'Gert Jan']","['KR', 'KR', 'KR', 'KR', 'KR', 'NL']",Method and apparatus for performing light connection in wireless communication system,18,['Farrell Leanne Taveggia'],['Leanne Taveggia'],2,4,6,0,1,1,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
581,US10887060,B2,20210105,US16089558,20160714,CN,"['Peng Jianjun', 'Bai Bo', 'Chen Wei', 'Guo Xin', 'Liu Shuai']","['Jianjun', 'Bo', 'Wei', 'Xin', 'Shuai']","['CN', 'CN', 'CN', 'CN', 'CN']",Electronic device and communication method in a wireless communication system,19,[],[],5,0,5,0,0,0,2022,"['CN107295673A/en', 'CN108886792A/en']","[['彭建军', '白铂', '陈巍', '郭欣', '刘帅'], ['彭建军', '白铂', '陈巍', '郭欣', '刘帅']]"
585,US10887064,B2,20210105,US16422444,20190524,US,"['Chung Jae Hoon', 'Kwon Yeong Hyeon', 'Han Seung Hee', 'Noh Min Seok']","['Jae Hoon', 'Yeong Hyeon', 'Seung Hee', 'Min Seok']","['KR', 'KR', 'KR', 'KR']","Channel-sounding method using a plurality of antennas, and apparatus for same",28,[],[],3,1,4,0,0,0,2022,"['CN102362441B/en', 'KR101253204B1/en', 'CN106850023B/en']","[['郑载薰', '权英现', '韩承希', '卢珉锡'], ['정재훈', '권영현', '한승희', '노민석'], ['郑载薰', '权英现', '韩承希', '卢珉锡']]"
587,US10887065,B2,20210105,US16446624,20190620,CN,"['Qian Chen', 'Chen Jinhui', 'Wang Zhaocheng', 'Sun Chen']","['Chen', 'Jinhui', 'Zhaocheng', 'Chen']","['CN', 'CN', 'CN', 'CN']","Electronic device that determines an uplink pilot sequence, and method therefor",21,[],[],3,1,4,0,0,0,2022,"['CN105406950A/en', 'CN106576026A/en', 'KR20170042280A/en']","[['钱辰', '王昭诚', '陈晋辉', '孙晨'], ['钱辰', '陈晋辉', '王昭诚', '孙晨'], ['천 첸', '진후이 천', '자오청 왕', '천 쑨']]"
588,US10887066,B2,20210105,US16085726,20170310,CN,"['Chen Zewei', 'Xu Jun', 'Xu Jin', 'Dai Bo']","['Zewei', 'Jun', 'Jin', 'Bo']","['CN', 'CN', 'CN', 'CN']","Method, device, and system for determining transmission information",18,[],[],3,1,4,0,0,0,2022,['CN107196735B/en'],"[['陈泽为', '徐俊', '许进', '戴博']]"
589,US10887067,B2,20210105,US16427316,20190530,CN,"['Xie Yong', 'Chen Jun', 'Liu Yalin', 'Yu Rongdao', 'Du Yinggang']","['Yong', 'Jun', 'Yalin', 'Rongdao', 'Yinggang']","['CN', 'CN', 'CN', 'CN', 'CN']",Coding scheme determining method and apparatus,12,[],[],2,3,5,0,0,0,2022,['CN108123777A/en'],"[['谢勇', '陈军', '刘亚林', '余荣道', '杜颖钢']]"
592,US10887070,B2,20210105,US16082824,20170309,US,"['Seo Hanbyul', 'Kim Kijun']","['Hanbyul', 'Kijun']","['KR', 'KR']",Method for receiving multicast signal in wireless communication system and apparatus therefor,11,[],[],0,2,2,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
594,US10887071,B2,20210105,US16787858,20200211,CN,"['Peng Jinlin', 'Wang Fan', 'Tang Hao', 'Wang Yi']","['Jinlin', 'Fan', 'Hao', 'Yi']","['CN', 'GB', 'CN', 'CN']","Method for determining feedback information, terminal device, and network device",20,[],[],4,0,4,0,0,0,2022,"['CN109391422B/en', 'CN113395150A/en', 'CN111034101B/en', 'CN113395149A/en', 'KR102345557B1/en']","[['彭金磷', '汪凡', '唐浩', '王轶'], ['彭金磷', '汪凡', '唐浩', '王轶'], ['彭金磷', '汪凡', '唐浩', '王轶'], ['彭金磷', '汪凡', '唐浩', '王轶'], ['진린 펑', '판 왕', '하오 탕', '이 왕']]"
