publication_id,country,english_names,english_first_names,inventor_country,worldwide_application,original_names,year
US10191198,KR,Kim Dongouk,Dongouk,KR,KR20170085827A/en,김동욱,2019
US10191198,KR,Kim Hyunjoon,Hyunjoon,KR,KR20170085827A/en,김현준,2019
US10191198,KR,Park Joonyong,Joonyong,KR,KR20170085827A/en,박준용,2019
US10191198,KR,Bae Jihyun,Jihyun,KR,KR20170085827A/en,배지현,2019
US10191198,KR,Shin Bongsu,Bongsu,KR,KR20170085827A/en,신봉수,2019
US10191198,KR,Lee Sunghoon,Sunghoon,KR,KR20170085827A/en,이성훈,2019
US10191198,KR,Chung Jaeseung,Jaeseung,KR,KR20170085827A/en,정재승,2019
US10191200,KR,Cho Chi-O,Chi-O,KR,KR102151638B1/en,조치오,2019
US10191200,KR,Kim Dong Hoon,Dong Hoon,KR,KR102151638B1/en,김동훈,2019
US10191200,KR,Ha Sang Woo,Sang Woo,KR,KR102151638B1/en,하상우,2019
US10191203,KR,Cho Sung Sik,Sung Sik,KR,KR101551843B1/en,민지홍,2019
US10191203,KR,Lee Dong Cheol,Dong Cheol,KR,KR101551843B1/en,조성식,2019
US10191203,KR,Lee Tae Jun,Tae Jun,KR,KR101551843B1/en,이동철,2019
US10191203,KR,Kim Hee Jeong,Hee Jeong,KR,KR101551843B1/en,이태준,2019
US10191206,KR,Choi Man Hue,Man Hue,KR,KR102087865B1/en,최만휴,2019
US10191206,KR,Kim Min Jae,Min Jae,KR,KR102087865B1/en,김민재,2019
US10191206,KR,Kim Bi Yi,Bi Yi,KR,KR102087865B1/en,김비이,2019
US10191206,KR,Na Se Woong,Se Woong,KR,KR102087865B1/en,라세웅,2019
US10191206,KR,Park Hyun Gyu,Hyun Gyu,KR,KR102087865B1/en,박현규,2019
US10191206,KR,Cho In Hee,In Hee,KR,KR102087865B1/en,조인희,2019
US10191206,KR,Hong Seung Kwon,Seung Kwon,KR,KR102087865B1/en,홍승권,2019
US10191210,KR,Yoon JungKi,JungKi,KR,KR20170076940A/en,윤정기,2019
US10191210,KR,Jo YongNam,YongNam,KR,KR20170076940A/en,조용남,2019
US10191232,KR,Hwang Mi Hee,Mi Hee,KR,KR101860847B1/en,황미희,2019
US10191232,KR,Shin Hyun Chang,Hyun Chang,KR,KR101860847B1/en,신현창,2019
US10191232,KR,Jung Eun Kyo,Eun Kyo,KR,KR101860847B1/en,정은교,2019
US10191249,KR,Jo Yong Joo,Yong Joo,KR,KR101452084B1/en,조용주,2019
US10191249,KR,Kang Young Suk,Young Suk,KR,KR101452084B1/en,강영석,2019
US10191314,KR,Jeong Seongkoo,Seongkoo,KR,KR20160110748A/en,정성구,2019
US10191315,KR,Jean Ki Nam,Ki Nam,KR,KR101325913B1/en,김동용,2019
US10191315,KR,Son Nam Do,Nam Do,KR,KR101325913B1/en,손남도,2019
US10191315,KR,Baek Kyeong Tak,Kyeong Tak,KR,KR101325913B1/en,백경탁,2019
US10191315,KR,Kim Dong Yong,Dong Yong,KR,KR101325913B1/en,김민재,2019
US10191315,KR,Kim Min Jae,Min Jae,KR,KR101325913B1/en,진기남,2019
US10191318,KR,Park Sunyoung,Sunyoung,KR,KR102362126B1/en,박선영,2019
US10191318,KR,Ahn JiYoung,JiYoung,KR,KR102362126B1/en,안지영,2019
US10191318,KR,Lee Moonsun,Moonsun,KR,KR102362126B1/en,이문선,2019
US10191318,KR,Kim Jae-Hyun,Jae-Hyun,KR,KR102362126B1/en,김재현,2019
US10191318,KR,Kim Pureum,Pureum,KR,KR102362126B1/en,김푸름,2019
US10191318,KR,Kim Kihan,Kihan,KR,KR102362126B1/en,김기한,2019
US10191318,KR,Ji Seokwon,Seokwon,KR,KR102362126B1/en,지석원,2019
US10191321,KR,Min Jee Hong,Jee Hong,KR,KR101728678B1/en,민지홍,2019
US10191321,KR,Lee Eun Mi,Eun Mi,KR,KR101728678B1/en,이은미,2019
US10191323,KR,Song Junho,Junho,KR,KR102390962B1/en,송준호,2019
US10191323,KR,Park Seunghyun,Seunghyun,KR,KR102390962B1/en,박승현,2019
US10191323,KR,Ro Sungin,Sungin,KR,KR102390962B1/en,노성인,2019
US10191324,KR,Park Seunghyun,Seunghyun,KR,KR20180003687A/en,박승현,2019
US10191324,KR,Ro Sungin,Sungin,KR,KR20180003687A/en,노성인,2019
US10191324,KR,Song Junho,Junho,KR,KR20180003687A/en,송준호,2019
US10191324,KR,Lee Jaehak,Jaehak,KR,KR20180003687A/en,이재학,2019
US10191326,KR,Jung Chul Ho,Chul Ho,KR,KR101546937B1/en,정철호,2019
US10191326,KR,Kang Hyun A,Hyun A,KR,KR101546937B1/en,강현아,2019
US10191326,KR,Kwon Soo Kyung,Soo Kyung,KR,KR101546937B1/en,권수경,2019
US10191326,KR,Lee Won Joo,Won Joo,KR,KR101546937B1/en,이원주,2019
US10191326,KR,Jang Eun Joo,Eun Joo,KR,KR101546937B1/en,장은주,2019
US10191326,KR,Jang Hyo Sook,Hyo Sook,KR,KR101546937B1/en,장효숙,2019
US10191326,KR,Jun Shin Ae,Shin Ae,KR,KR101546937B1/en,전신애,2019
US10191326,KR,Cho Oul,Oul,KR,KR101546937B1/en,조얼,2019
US10191326,KR,Han In Taek,In Taek,KR,KR101546937B1/en,한인택,2019
US10191328,KR,Kim Sung Ki,Sung Ki,KR,KR100687926B1/en,김성기,2019
US10191328,KR,Kim Won-nyun,Won-nyun,KR,KR100687926B1/en,김원년,2019
US10191329,KR,Choi Bong Jin,Bong Jin,KR,KR20180003859A/en,최봉진,2019
US10191329,KR,Ahn Gi Hwan,Gi Hwan,KR,KR20180003859A/en,안기환,2019
US10191329,KR,Kum Joong Han,Joong Han,KR,KR20180003859A/en,금중환,2019
US10191329,KR,On Jeung Hoon,Jeung Hoon,KR,KR20180003859A/en,온정훈,2019
US10191329,KR,Choi Han Young,Han Young,KR,KR20180003859A/en,최한영,2019
US10191331,KR,Park Inho,Inho,KR,KR102378211B1/en,박인호,2019
US10191331,KR,Yu Sehwan,Sehwan,KR,KR102378211B1/en,유세환,2019
US10191331,KR,Kim Kyoungjun,Kyoungjun,KR,KR102378211B1/en,김경준,2019
US10191331,KR,Son Jihyeon,Jihyeon,KR,KR102378211B1/en,손지현,2019
US10188118,KR,O Jongchan,Jongchan,KR,KR101462833B1/en,오종찬,2019
US10191351,KR,Huh Su Jung,Su Jung,KR,KR20180046414A/en,허수정,2019
US10191351,KR,Kwon Jae Joong,Jae Joong,KR,KR20180046414A/en,권재중,2019
US10191351,KR,Kim Beom Shik,Beom Shik,KR,KR20180046414A/en,김범식,2019
US10191351,KR,Ahn Yi Joon,Yi Joon,KR,KR20180046414A/en,안이준,2019
US10191351,KR,Jeon Yeon-Mun,Yeon-Mun,KR,KR20180046414A/en,전연문,2019
US10191351,KR,Cho Joo Woan,Joo Woan,KR,KR20180046414A/en,조주완,2019
US10191367,KR,Song Hyunjae,Hyunjae,KR,KR101813185B1/en,송현재,2019
US10191367,KR,Shin Hyeonjin,Hyeonjin,KR,KR101813185B1/en,신현진,2019
US10191455,KR,Shim Hongjo,Hongjo,KR,KR20180016866A/en,심홍조,2019
US10191455,KR,Park Mihyun,Mihyun,KR,KR20180016866A/en,박미현,2019
US10191455,KR,Kim Hyunwoo,Hyunwoo,KR,KR20180016866A/en,김현우,2019
US10191455,KR,Woo Sungho,Sungho,KR,KR20180016866A/en,우성호,2019
US10191487,US,Hong Kichu,Kichu,KR,KR20170086482A/en,홍기주,2019
US10191487,US,Cho Guimok,Guimok,KR,KR20170086482A/en,조귀목,2019
US10191487,US,Kim Kihyung,Kihyung,KR,KR20170086482A/en,김기형,2019
US10191507,US,Kim Taewan,Taewan,KR,KR20190059184A/en,김태완,2019
US10191511,KR,Kang Sungsuk,Sungsuk,KR,KR20150081062A/en,강성숙,2019
US10191511,KR,Kwon Ilgeun,Ilgeun,KR,KR20150081062A/en,정철,2019
US10191511,KR,Chung Chul,Chul,KR,KR20150081062A/en,권일근,2019
US10191516,KR,Jang Se-Jin,Se-Jin,KR,KR20180062273A/en,장세진,2019
US10191516,KR,Park Young-Joo,Young-Joo,KR,KR20180062273A/en,원유림,2019
US10191516,KR,Won Yu-Lim,Yu-Lim,KR,KR20180062273A/en,박영주,2019
US10191517,KR,Kang Tae Wook,Tae Wook,KR,KR102095013B1/en,강태욱,2019
US10191554,KR,Lee Bong-seok,Bong-seok,KR,KR102171817B1/en,이봉석,2019
US10191554,KR,Lee Dong-Hun,Dong-Hun,KR,KR102171817B1/en,이동훈,2019
US10191574,KR,Shin Dongjun,Dongjun,KR,KR20170071194A/en,신동준,2019
US10191574,KR,Kim Heejin,Heejin,KR,KR20170071194A/en,김희진,2019
US10191574,KR,An Sungyoun,Sungyoun,KR,KR20170071194A/en,안성연,2019
US10191574,KR,Yi Sun-Young,Sun-Young,KR,KR20170071194A/en,이선영,2019
US10191574,KR,Lee Chaekyung,Chaekyung,KR,KR20170071194A/en,이채경,2019
US10191574,KR,Jeon Ha-Young,Ha-Young,KR,KR20170071194A/en,전하영,2019
US10191574,KR,Kim Bo-Keun,Bo-Keun,KR,KR20170071194A/en,김보근,2019
US10191575,KR,Choi Seong-Wook,Seong-Wook,KR,KR20170080273A/en,최성욱,2019
US10191575,KR,Shin Hyun-Gi,Hyun-Gi,KR,KR20170080273A/en,신현기,2019
US10191578,KR,Kim Young Do,Young Do,KR,KR102281850B1/en,김영도,2019
US10191578,KR,Kim Hoon Sik,Hoon Sik,KR,KR102281850B1/en,김훈식,2019
US10191595,KR,Jeong Gyuhyeok,Gyuhyeok,KR,KR102434104B1/en,정규혁,2019
US10191595,KR,Cho Taegil,Taegil,KR,KR102434104B1/en,조택일,2019
US10191598,KR,Park Sung-soo,Sung-soo,KR,KR102249203B1/en,박성수,2019
US10191598,KR,Kang Byung-hoon,Byung-hoon,KR,KR102249203B1/en,강병훈,2019
US10191598,KR,Park Chang-byung,Chang-byung,KR,KR102249203B1/en,박창병,2019
US10191598,KR,Cho Gyu-hyeong,Gyu-hyeong,KR,KR102249203B1/en,조규형,2019
US10191608,KR,Park Chan-Woo,Chan-Woo,KR,KR101942308B1/en,박찬우,2019
US10191608,KR,Kim Nam-Hoi,Nam-Hoi,KR,KR101942308B1/en,김남회,2019
US10191613,KR,Kwon Younguk,Younguk,KR,KR102247673B1/en,권영욱,2019
US10191613,KR,Kim Hyungsuk,Hyungsuk,KR,KR102247673B1/en,김형석,2019
US10191613,KR,Lee Shinjun,Shinjun,KR,KR102247673B1/en,이신준,2019
US10191613,KR,Lee Jungeun,Jungeun,KR,KR102247673B1/en,이정은,2019
US10191613,KR,Cho Sungdae,Sungdae,KR,KR102247673B1/en,조성대,2019
US10191616,KR,Choi Won-jong,Won-jong,KR,KR101993241B1/en,최형탁,2019
US10191616,KR,Choi Hyung-tak,Hyung-tak,KR,KR101993241B1/en,최원종,2019
US10191616,KR,Kwon O-hoon,O-hoon,KR,KR101993241B1/en,권오훈,2019
US10191619,KR,Yoon Pil-Joo,Pil-Joo,KR,KR102208436B1/en,윤필주,2019
US10191619,KR,Jeon Yong-Joon,Yong-Joon,KR,KR102208436B1/en,전용준,2019
US10191632,KR,Park Dong-Yoon,Dong-Yoon,KR,KR102321642B1/en,박동윤,2019
US10191632,KR,Kim Han Eol,Han Eol,KR,KR102321642B1/en,김한얼,2019
US10191632,KR,Oh Dong Hoon,Dong Hoon,KR,KR102321642B1/en,오동훈,2019
US10191632,KR,Hyun Dong Gyu,Dong Gyu,KR,KR102321642B1/en,현동규,2019
US10191649,KR,Yim Soyeon,Soyeon,KR,KR20160147564A/en,임소연,2019
US10191655,KR,Hong Jihee,Jihee,KR,KR20170028776A/en,홍지희,2019
US10191655,KR,Jung Hyemi,Hyemi,KR,KR20170028776A/en,정혜미,2019
US10191655,KR,Jung Heonjae,Heonjae,KR,KR20170028776A/en,정헌재,2019
US10191665,KR,Chae Kyeong Min,Kyeong Min,KR,KR20180004605A/en,채경민,2019
US10191692,KR,Shin Beom Ju,Beom Ju,KR,KR20170086345A/en,신범주,2019
US10191711,KR,Choi Beohm-Rock,Beohm-Rock,KR,KR102431709B1/en,최범락,2019
US10191711,KR,Choi Jae-Beom,Jae-Beom,KR,KR102431709B1/en,최재범,2019
US10191712,KR,Kim Tae-hyeong,Tae-hyeong,KR,KR20180021352A/en,김태형,2019
US10191712,KR,Doo Hwa-jun,Hwa-jun,KR,KR20180021352A/en,두화준,2019
US10191716,KR,Koo Youngdae,Youngdae,KR,KR102161439B1/en,구영대,2019
US10191716,KR,Kim Taehyung,Taehyung,KR,KR102161439B1/en,김태형,2019
US10191716,KR,Jung Howon,Howon,KR,KR102161439B1/en,정호원,2019
US10191718,KR,Rhee In Jong,In Jong,KR,KR20180060328A/en,이인종,2019
US10191718,KR,Lee Ji Min,Ji Min,KR,KR20180060328A/en,이지민,2019
US10191718,KR,Kang Sang Ki,Sang Ki,KR,KR20180060328A/en,강상기,2019
US10191718,KR,Ku Han Jun,Han Jun,KR,KR20180060328A/en,구한준,2019
US10191718,KR,Park Sung Pa,Sung Pa,KR,KR20180060328A/en,박성파,2019
US10191718,KR,Seo Jang Seok,Jang Seok,KR,KR20180060328A/en,서장석,2019
US10191718,KR,Song In Wook,In Wook,KR,KR20180060328A/en,송인욱,2019
US10191718,KR,Ahn Won Ick,Won Ick,KR,KR20180060328A/en,안원익,2019
US10191718,KR,Woo Kyoung Gu,Kyoung Gu,KR,KR20180060328A/en,우경구,2019
US10191718,KR,Yi Ji Soo,Ji Soo,KR,KR20180060328A/en,이지수,2019
US10191718,KR,Jeon Chang Kyun,Chang Kyun,KR,KR20180060328A/en,전창균,2019
US10191718,KR,Jaygarl Ho Jun,Ho Jun,KR,KR20180060328A/en,제갈호준,2019
US10191718,KR,Choi Il Hwan,Il Hwan,KR,KR20180060328A/en,최일환,2019
US10191718,KR,Hong Yoo Jin,Yoo Jin,KR,KR20180060328A/en,홍유진,2019
US10191718,KR,Kim Ji Hyun,Ji Hyun,KR,KR20180060328A/en,김지현,2019
US10191718,KR,Yeo Jae Yung,Jae Yung,KR,KR20180060328A/en,여재영,2019
US10191790,KR,Son Ik Joon,Ik Joon,KR,KR20180092422A/en,손익준,2019
US10191797,KR,Lee Hyun Woo,Hyun Woo,KR,KR20150142852A/en,이현우,2019
US10191805,KR,Cha Sang-Uhn,Sang-Uhn,KR,KR20170045803A/en,차상언,2019
US10191805,KR,Chung Hoi-Ju,Hoi-Ju,KR,KR20170045803A/en,정회주,2019
US10191807,KR,Lee Sung-Eun,Sung-Eun,KR,KR20180052154A/en,이성은,2019
US10191807,KR,Kwon Jung-Hyun,Jung-Hyun,KR,KR20180052154A/en,권정현,2019
US10191807,KR,Jo Sang-Gu,Sang-Gu,KR,KR20180052154A/en,조상구,2019
US10191909,KR,Lee Sang Min,Sang Min,KR,KR102342564B1/en,이상민,2019
US10191909,KR,Kim Young Kyun,Young Kyun,KR,KR102342564B1/en,김영균,2019
US10191909,KR,Kim Hong Yeon,Hong Yeon,KR,KR102342564B1/en,김홍연,2019
US10191937,KR,Sohn Jung Joo,Jung Joo,KR,KR102139664B1/en,손정주,2019
US10191937,KR,Lee Keum-koo,Keum-koo,KR,KR102139664B1/en,이금구,2019
US10191937,KR,Lee Hye-won,Hye-won,KR,KR102139664B1/en,이혜원,2019
US10191937,KR,Han Chul-ho,Chul-ho,KR,KR102139664B1/en,한철호,2019
US10191937,KR,Jin Young-kyu,Young-kyu,KR,KR102139664B1/en,진영규,2019
US10191953,KR,Kim Kyungtae,Kyungtae,KR,KR102202896B1/en,김경태,2019
US10191953,KR,Bae Hyerim,Hyerim,KR,KR102202896B1/en,배혜림,2019
US10191953,KR,Jwa Changhyup,Changhyup,KR,KR102202896B1/en,좌창협,2019
US10191953,KR,Kim Yangwook,Yangwook,KR,KR102202896B1/en,김양욱,2019
US10191953,KR,Lee Sunkee,Sunkee,KR,KR102202896B1/en,이선기,2019
US10192006,KR,Kim Kyoung Ryun,Kyoung Ryun,KR,KR101406849B1/en,김경련,2019
US10192006,KR,Lee Cheol Shin,Cheol Shin,KR,KR101406849B1/en,이철신,2019
US10192015,KR,Kim Moon-Su,Moon-Su,KR,KR102398596B1/en,김문수,2019
US10192015,KR,Lim Kyoung-Hwan,Kyoung-Hwan,KR,KR102398596B1/en,임경환,2019
US10192015,KR,Bae Cheol-Jun,Cheol-Jun,KR,KR102398596B1/en,배철준,2019
US10192044,KR,Choe Chaekyu,Chaekyu,KR,KR20170001490A/en,정형록,2019
US10192044,KR,Jung Hyungrock,Hyungrock,KR,KR20170001490A/en,박성민,2019
US10192044,KR,Park Sungmin,Sungmin,KR,KR20170001490A/en,최재규,2019
US10192044,KR,Park Jeongje,Jeongje,KR,KR20170001490A/en,박정제,2019
US10192044,KR,Cheong Cheolho,Cheolho,KR,KR20170001490A/en,정철호,2019
US10192044,KR,Chun Jaewoong,Jaewoong,KR,KR20170001490A/en,천재웅,2019
US10192044,KR,Choi Wonsuk,Wonsuk,KR,KR20170001490A/en,최원석,2019
US10192045,KR,Yu Dong-Ho,Dong-Ho,KR,KR102365412B1/en,유동호,2019
US10192045,KR,Lee Jun-Ho,Jun-Ho,KR,KR102365412B1/en,이준호,2019
US10192077,KR,Lim Jong Hoon,Jong Hoon,KR,KR101699814B1/en,임종훈,2019
US10192077,KR,Lim Sung Ki,Sung Ki,KR,KR101699814B1/en,임성기,2019
US10192082,KR,Park Young Suck,Young Suck,KR,KR101984630B1/en,박영석,2019
US10192158,KR,Chung Won Suk,Won Suk,KR,KR20160070505A/en,정원석,2019
US10192247,KR,Roh Jung-Hwa,Jung-Hwa,KR,KR20120098508A/en,노정화,2019
US10192247,KR,Lee Jang-Hyuk,Jang-Hyuk,KR,KR20120098508A/en,이장혁,2019
US10192247,KR,Kim Jeong-Hwan,Jeong-Hwan,KR,KR20120098508A/en,김정환,2019
US10192291,KR,Lee Jaedon,Jaedon,KR,KR102426667B1/en,이재돈,2019
US10192291,KR,Yoo Jeongjoon,Jeongjoon,KR,KR102426667B1/en,유정준,2019
US10192337,KR,Yoo Jun-Sang,Jun-Sang,KR,KR102180466B1/en,유준상,2019
US10188232,KR,Lee Hee Kyung,Hee Kyung,KR,KR200479680Y1/en,이희경,2019
US10188232,KR,Park Hyun Uk,Hyun Uk,KR,KR200479680Y1/en,박현억,2019
US10192344,KR,Yoo Donghoon,Donghoon,KR,KR20170028093A/en,김성건,2019
US10192344,KR,Kim Seonggun,Seonggun,KR,KR20170028093A/en,유동훈,2019
US10192348,KR,Kang Seok,Seok,KR,KR20180037838A/en,강석,2019
US10192348,KR,Park Jeong-Ae,Jeong-Ae,KR,KR20180037838A/en,박정애,2019
US10192357,KR,Woo Sangoak,Sangoak,KR,KR102381945B1/en,우상옥,2019
US10192367,KR,Ko Young Wan,Young Wan,KR,KR101855778B1/en,고영완,2019
US10192367,KR,Lee Man Ki,Man Ki,KR,KR101855778B1/en,이만기,2019
US10192375,KR,Yang Hae Sung,Hae Sung,KR,KR101996900B1/en,양해성,2019
US10192444,KR,Park Kwang Il,Kwang Il,KR,KR101604447B1/en,박광일,2019
US10192444,KR,Lim Sang Mook,Sang Mook,KR,KR101604447B1/en,임상묵,2019
US10192444,KR,Kim Jin Hyuck,Jin Hyuck,KR,KR101604447B1/en,김진혁,2019
US10192455,KR,Yoo Eun-kyung,Eun-kyung,KR,KR20150007044A/en,유은경,2019
US10192455,KR,Kim Bo-min,Bo-min,KR,KR20150007044A/en,김보민,2019
US10192455,KR,Kim Joon-hwan,Joon-hwan,KR,KR20150007044A/en,김준환,2019
US10192455,KR,Jung Chan-hee,Chan-hee,KR,KR20150007044A/en,정찬희,2019
US10192473,KR,Min Byung-seok,Byung-seok,KR,KR20180009965A/en,민병석,2019
US10192473,KR,Zhao Chun,Chun,KR,KR20180009965A/en,춘 짜오,2019
US10192473,KR,Moon Young-su,Young-su,KR,KR20180009965A/en,문영수,2019
US10192473,KR,Wey Ho-cheon,Ho-cheon,KR,KR20180009965A/en,위호천,2019
US10192475,KR,Ju SeongHwan,SeongHwan,KR,KR20180047275A/en,주성환,2019
US10192475,KR,Son HyeonHo,HyeonHo,KR,KR20180047275A/en,손현호,2019
US10192475,KR,Lee SeungChul,SeungChul,KR,KR20180047275A/en,이승철,2019
US10192475,KR,Jung SungMin,SungMin,KR,KR20180047275A/en,정성민,2019
US10192476,KR,Bae Jong Kon,Jong Kon,KR,KR102414300B1/en,배종곤,2019
US10192476,KR,Kim Dong Hui,Dong Hui,KR,KR102414300B1/en,김동휘,2019
US10192476,KR,Han Dong Kyoon,Dong Kyoon,KR,KR102414300B1/en,한동균,2019
US10192476,KR,Kim Tae Sung,Tae Sung,KR,KR102414300B1/en,김태성,2019
US10192481,KR,Cho Seongho,Seongho,KR,KR102390374B1/en,조성호,2019
US10192481,KR,Seon Jongbaek,Jongbaek,KR,KR102390374B1/en,박기찬,2019
US10192481,KR,Park Keechan,Keechan,KR,KR102390374B1/en,선종백,2019
US10192481,KR,Kim Sangyeon,Sangyeon,KR,KR102390374B1/en,김상연,2019
US10192481,KR,Kim Seungo,Seungo,KR,KR102390374B1/en,김승오,2019
US10192481,KR,Lee Jaewon,Jaewon,KR,KR102390374B1/en,이재원,2019
US10192492,KR,An Jin Sung,Jin Sung,KR,KR102372775B1/en,안진성,2019
US10192492,KR,Ko Min Ho,Min Ho,KR,KR102372775B1/en,고민호,2019
US10188255,KR,Lee Chang Wook,Chang Wook,KR,KR102320204B1/en,이창욱,2019
US10188255,KR,Kim Sang Hak,Sang Hak,KR,KR102320204B1/en,김상학,2019
US10188255,KR,Kim Bo Kyung,Bo Kyung,KR,KR102320204B1/en,김보경,2019
US10188255,KR,Seo Ji Ho,Ji Ho,KR,KR102320204B1/en,서지호,2019
US10188255,KR,Choi Sang Hwa,Sang Hwa,KR,KR102320204B1/en,최상화,2019
US10192509,KR,Lee Jaehoon,Jaehoon,KR,KR20170104055A/en,이재훈,2019
US10192509,KR,Koh Jai-Hyun,Jai-Hyun,KR,KR20170104055A/en,고재현,2019
US10192509,KR,Kim Chang Sin,Chang Sin,KR,KR20170104055A/en,김창신,2019
US10192509,KR,You Bonghyun,Bonghyun,KR,KR20170104055A/en,유봉현,2019
US10192509,KR,Lee Jeong Bong,Jeong Bong,KR,KR20170104055A/en,이정봉,2019
US10188259,KR,Lee Haewoong,Haewoong,KR,KR101594371B1/en,이해웅,2019
US10188259,KR,Yoon Sangheon,Sangheon,KR,KR101594371B1/en,정문기,2019
US10188259,KR,Chung Moonkee,Moonkee,KR,KR101594371B1/en,윤상헌,2019
US10188260,KR,Kim Jin-doo,Jin-doo,KR,KR101933157B1/en,김진두,2019
US10192557,KR,Lee Sang-Hoon,Sang-Hoon,KR,KR102394485B1/en,이상훈,2019
US10192557,KR,Kang Hyuk,Hyuk,KR,KR102394485B1/en,강혁,2019
US10192557,KR,Kim Kyung-Tae,Kyung-Tae,KR,KR102394485B1/en,김경태,2019
US10192557,KR,Je Seong-Min,Seong-Min,KR,KR102394485B1/en,제성민,2019
US10192557,KR,Jung Seok-Yeong,Seok-Yeong,KR,KR102394485B1/en,정석영,2019
US10192593,KR,Chae Haeng Seon,Haeng Seon,KR,KR20170045058A/en,채행선,2019
US10192595,KR,Kim Tae-Gyu,Tae-Gyu,KR,KR20180018877A/en,김태규,2019
US10192595,KR,Lee Yong-Seop,Yong-Seop,KR,KR20180018877A/en,이용섭,2019
US10192595,KR,Kim Do-Hee,Do-Hee,KR,KR20180018877A/en,김도희,2019
US10192597,KR,Lee Hee Youl,Hee Youl,KR,KR20160058521A/en,이희열,2019
US10192599,KR,Kwon Ki Hun,Ki Hun,KR,KR20180065743A/en,권기훈,2019
US10192599,KR,Kim Jae Il,Jae Il,KR,KR20180065743A/en,김재일,2019
US10192618,KR,Pyo Suk-Soo,Suk-Soo,KR,KR20180049416A/en,표석수,2019
US10192618,KR,Jung Hyuntaek,Hyuntaek,KR,KR20180049416A/en,정현택,2019
US10192618,KR,Song Taejoong,Taejoong,KR,KR20180049416A/en,송태중,2019
US10192618,KR,Seo Boyoung,Boyoung,KR,KR20180049416A/en,서보영,2019
US10192620,KR,Kim Wandong,Wandong,KR,KR20180085419A/en,김완동,2019
US10192620,KR,Park Sang-Soo,Sang-Soo,KR,KR20180085419A/en,박상수,2019
US10192620,KR,Park Se Hwan,Se Hwan,KR,KR20180085419A/en,박세환,2019
US10192620,KR,Nam Sang-Wan,Sang-Wan,KR,KR20180085419A/en,남상완,2019
US10192624,KR,Song Jung-ho,Jung-ho,KR,KR20180055443A/en,송중호,2019
US10192624,KR,Baek Se-heon,Se-heon,KR,KR20180055443A/en,백세헌,2019
US10192624,KR,Cho Yong-sung,Yong-sung,KR,KR20180055443A/en,조용성,2019
US10192628,KR,Hong Ji Man,Ji Man,KR,KR102362858B1/en,홍지만,2019
US10192631,KR,Kim Seong-Kweon,Seong-Kweon,KR,KR101696891B1/en,김성권,2019
US10192632,KR,Lee Hee Youl,Hee Youl,KR,KR20180099015A/en,이희열,2019
US10192654,KR,Sung Moon Gyu,Moon Gyu,KR,KR101585900B1/en,성문규,2019
US10192672,KR,Yang Ju Hwan,Ju Hwan,KR,KR102163415B1/en,양주환,2019
US10192672,KR,Lim Jong Bong,Jong Bong,KR,KR102163415B1/en,임종봉,2019
US10192672,KR,Hong Seok Il,Seok Il,KR,KR102163415B1/en,홍석일,2019
US10192672,KR,Choi Jae Yeol,Jae Yeol,KR,KR102163415B1/en,최재열,2019
US10192672,KR,Lee Hai Joon,Hai Joon,KR,KR102163415B1/en,이해준,2019
US10192673,KR,Yoon Chan,Chan,KR,KR102345106B1/en,윤찬,2019
US10192673,KR,Lee Dong Hwan,Dong Hwan,KR,KR102345106B1/en,이동환,2019
US10192673,KR,Ahn Young Ghyu,Young Ghyu,KR,KR102345106B1/en,안영규,2019
US10192682,KR,Park Heung Kil,Heung Kil,KR,KR102437806B1/en,박흥길,2019
US10192682,KR,Park Jong Hwan,Jong Hwan,KR,KR102437806B1/en,박종환,2019
US10192683,KR,Park Heung Kil,Heung Kil,KR,KR20180073357A/en,박흥길,2019
US10192683,KR,Park Se Hun,Se Hun,KR,KR20180073357A/en,박세훈,2019
US10192684,KR,Park Heung Kil,Heung Kil,KR,KR20180072974A/en,박흥길,2019
US10192684,KR,Park Jong Hwan,Jong Hwan,KR,KR20180072974A/en,박종환,2019
US10192684,KR,Park Se Hun,Se Hun,KR,KR20180072974A/en,박세훈,2019
US10192685,KR,Park Heung Kil,Heung Kil,KR,KR20180057998A/en,박흥길,2019
US10192685,KR,Park Jong Hwan,Jong Hwan,KR,KR20180057998A/en,박종환,2019
US10192685,KR,Park Se Hun,Se Hun,KR,KR20180057998A/en,박세훈,2019
US10192685,KR,Ahn Young Ghyu,Young Ghyu,KR,KR20180057998A/en,안영규,2019
US10192686,KR,Park Heung Kil,Heung Kil,KR,KR20190032850A/en,박흥길,2019
US10192686,KR,Ji Gu Won,Gu Won,KR,KR20190032850A/en,지구원,2019
US10192686,KR,Park Se Hun,Se Hun,KR,KR20190032850A/en,박세훈,2019
US10192782,KR,Lee Woojin,Woojin,KR,KR102399345B1/en,이우진,2019
US10192782,KR,Nguyen VietHa,VietHa,KR,KR102399345B1/en,빗하 응우옌,2019
US10192782,KR,You Wookyung,Wookyung,KR,KR102399345B1/en,유우경,2019
US10192782,KR,Yun Doo-Sung,Doo-Sung,KR,KR102399345B1/en,윤두성,2019
US10192782,KR,Lee Hyunbae,Hyunbae,KR,KR102399345B1/en,이현배,2019
US10192782,KR,Kim Byunghee,Byunghee,KR,KR102399345B1/en,김병희,2019
US10192782,KR,Ahn Sang Hoon,Sang Hoon,KR,KR102399345B1/en,안상훈,2019
